,Name,Value
678,"Iit[2,67]",4243.0
679,"Iit[2,68]",21215.0
680,"Iit[2,69]",21215.0
681,"Iit[2,70]",21215.0
682,"Iit[2,71]",16972.0
683,"Iit[2,72]",-0.0
684,"Iit[2,73]",0.0
685,"Iit[2,74]",4243.0
686,"Iit[2,75]",8486.0
687,"Iit[2,76]",0.0
688,"Iit[2,77]",12150.0
689,"Iit[2,78]",4050.0
690,"Iit[2,79]",8100.0
691,"Iit[2,80]",-0.0
692,"Iit[2,81]",4050.0
693,"Iit[2,82]",4050.0
694,"Iit[2,83]",16735.0
695,"Iit[2,84]",4050.0
696,"Iit[2,85]",16200.0
697,"Iit[2,86]",16200.0
698,"Iit[2,87]",4050.0
699,"Iit[2,88]",658.0
700,"Iit[2,89]",12150.0
701,"Iit[2,90]",4050.0
702,"Iit[2,91]",-0.0
703,"Iit[2,92]",0.0
704,"Iit[2,93]",3684.0
705,"Iit[2,94]",0.0
706,"Iit[2,95]",3684.0
707,"Iit[2,96]",4708.0
708,"Iit[2,97]",7368.0
709,"Iit[2,98]",7368.0
710,"Iit[2,99]",18420.0
711,"Iit[2,100]",3684.0
712,"Iit[2,101]",7368.0
713,"Iit[2,102]",14736.0
714,"Iit[2,103]",36840.0
715,"Iit[2,104]",0.0
716,"Iit[2,105]",-0.0
717,"Iit[2,106]",14025.0
718,"Iit[2,107]",-0.0
719,"Iit[2,108]",-0.0
720,"Iit[2,109]",9350.0
721,"Iit[2,110]",14025.0
722,"Iit[2,111]",14025.0
723,"Iit[2,112]",9350.0
724,"Iit[2,113]",-0.0
725,"Iit[2,114]",18700.0
726,"Iit[2,115]",21345.0
727,"Iit[2,116]",-0.0
728,"Iit[2,117]",0.0
729,"Iit[2,118]",-0.0
730,"Iit[2,119]",2467.0
731,"Iit[2,120]",14025.0
732,"Iit[2,121]",18700.0
733,"Iit[2,122]",0.0
734,"Iit[2,123]",0.0
735,"Iit[2,124]",12975.0
736,"Iit[2,125]",-0.0
737,"Iit[2,126]",0.0
738,"Iit[2,127]",-0.0
739,"Iit[2,128]",-0.0
740,"Iit[2,129]",0.0
741,"Iit[2,130]",-0.0
742,"Iit[2,131]",4325.0
743,"Iit[2,132]",8650.0
744,"Iit[2,133]",17300.0
745,"Iit[2,134]",-0.0
746,"Iit[2,135]",10298.0
747,"Iit[2,136]",0.0
748,"Iit[2,137]",-0.0
749,"Iit[2,138]",-0.0
750,"Iit[2,139]",-0.0
751,"Iit[2,140]",-0.0
752,"Iit[2,141]",12975.0
753,"Iit[2,142]",17300.0
754,"Iit[2,143]",12975.0
755,"Iit[2,144]",12975.0
756,"Iit[2,145]",-0.0
757,"Iit[2,146]",-0.0
758,"Iit[2,147]",12975.0
759,"Iit[2,148]",12975.0
760,"Iit[2,149]",8650.0
761,"Iit[2,150]",12975.0
762,"Iit[2,151]",17300.0
763,"Iit[2,152]",-0.0
764,"Iit[2,153]",3863.0
765,"Iit[2,154]",15452.0
766,"Iit[2,155]",15452.0
767,"Iit[2,156]",0.0
768,"Iit[2,157]",0.0
769,"Iit[2,158]",-0.0
770,"Iit[2,159]",0.0
771,"Iit[2,160]",3863.0
772,"Iit[2,161]",-0.0
773,"Iit[2,162]",-0.0
774,"Iit[2,163]",0.0
775,"Iit[2,164]",3863.0
776,"Iit[2,165]",3863.0
777,"Iit[2,166]",27041.0
778,"Iit[2,167]",15452.0
779,"Iit[2,168]",15452.0
780,"Iit[2,169]",0.0
781,"Iit[2,170]",0.0
782,"Iit[2,171]",15452.0
783,"Iit[2,172]",3863.0
784,"Iit[2,173]",27041.0
785,"Iit[2,174]",15452.0
786,"Iit[2,175]",-0.0
787,"Iit[2,176]",3863.0
788,"Iit[2,177]",19315.0
789,"Iit[2,178]",27041.0
790,"Iit[2,179]",3803.0
791,"Iit[2,180]",0.0
792,"Iit[2,181]",-0.0
793,"Iit[2,182]",3016.0
794,"Iit[2,183]",7606.0
795,"Iit[2,184]",851.0
796,"Iit[2,185]",-0.0
797,"Iit[2,186]",3803.0
798,"Iit[2,187]",22818.0
799,"Iit[2,188]",15212.0
800,"Iit[2,189]",3803.0
801,"Iit[2,190]",11409.0
802,"Iit[2,191]",0.0
803,"Iit[2,192]",-0.0
804,"Iit[2,193]",11409.0
805,"Iit[2,194]",-0.0
806,"Iit[2,195]",3800.0
807,"Iit[2,196]",38000.0
808,"Iit[2,197]",19000.0
809,"Iit[2,198]",0.0
810,"Iit[2,199]",19000.0
811,"Iit[2,200]",19000.0
812,"Iit[2,201]",0.0
813,"Iit[2,202]",0.0
814,"Iit[2,203]",19000.0
815,"Iit[2,204]",7600.0
816,"Iit[2,205]",19000.0
817,"Iit[2,206]",3340.0
818,"Iit[2,207]",3340.0
819,"Iit[2,208]",0.0
820,"Iit[2,209]",-0.0
821,"Iit[2,210]",0.0
822,"Iit[2,211]",3340.0
823,"Iit[2,212]",0.0
824,"Iit[2,213]",-0.0
